Subtotal Area	DAVID ROLDE	HOWIE HAWKINS	DARIO HUNTER	DENNIS LAMBERT	SEDINAM MOYOWASIFZA-CURRY	KENT MESPLAY	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Writein Votes
Precinct 7921 - Vote By Mail	0	0	0	0	0	0	679	2	0	0	2	0	0
Precinct 7921 - Election Day	0	0	0	0	0	0	232	1	0	0	1	0	0
Precinct 7921	0	0	0	0	0	0	911	3	0	0	3	0	0
Precinct 7922 - Vote By Mail	0	0	0	0	0	0	644	0	0	0	0	0	0
Precinct 7922 - Election Day	0	1	0	1	0	0	214	2	0	0	0	2	0
Precinct 7922	0	1	0	1	0	0	858	2	0	0	0	2	0
Precinct 7923 - Vote By Mail	0	0	0	0	0	0	665	0	0	0	0	0	0
Precinct 7923 - Election Day	0	0	0	0	0	0	215	0	0	0	0	0	0
Precinct 7923	0	0	0	0	0	0	880	0	0	0	0	0	0
Precinct 7924 - Vote By Mail	1	0	0	0	0	0	648	1	0	0	0	1	0
Precinct 7924 - Election Day	0	0	0	0	0	0	203	0	0	0	0	0	0
Precinct 7924	1	0	0	0	0	0	851	1	0	0	0	1	0
Precinct 7925 - Vote By Mail	0	0	0	0	0	0	434	0	0	0	0	0	0
Precinct 7925 - Election Day	0	0	0	1	1	0	110	2	0	0	0	2	0
Precinct 7925	0	0	0	1	1	0	544	2	0	0	0	2	0
Precinct 7926 - Vote By Mail	0	0	0	0	0	0	610	0	0	0	0	0	0
Precinct 7926 - Election Day	0	0	0	0	0	0	178	1	0	0	0	1	1
Precinct 7926	0	0	0	0	0	0	788	1	0	0	0	1	1
Precinct 7927 - Vote By Mail	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 7927 - Election Day	0	0	0	0	0	0	163	0	0	0	0	0	0
Precinct 7927	0	0	0	0	0	0	742	0	0	0	0	0	0
Precinct 7928 - Vote By Mail	0	0	1	0	0	0	700	2	0	0	1	1	0
Precinct 7928 - Election Day	0	0	0	0	0	0	217	2	0	0	1	1	1
Precinct 7928	0	0	1	0	0	0	917	4	0	0	2	2	1
Precinct 7929 - Vote By Mail	0	1	0	0	0	0	678	1	0	0	0	1	0
Precinct 7929 - Election Day	0	0	0	0	0	0	169	1	0	0	1	0	0
Precinct 7929	0	1	0	0	0	0	847	2	0	0	1	1	0
Precinct 7931 - Vote By Mail	0	0	1	0	1	0	609	2	0	0	0	2	0
Precinct 7931 - Election Day	0	0	0	0	0	0	142	0	0	0	0	0	0
Precinct 7931	0	0	1	0	1	0	751	2	0	0	0	2	0
Precinct 7932 - Vote By Mail	1	0	0	0	0	0	442	1	0	0	0	1	0
Precinct 7932 - Election Day	0	0	0	0	1	0	119	1	0	0	0	1	0
Precinct 7932	1	0	0	0	1	0	561	2	0	0	0	2	0
Precinct 7933 MB - Vote By Mail	0	0	0	0	0	0	9	0	0	0	0	0	0
Precinct 7933 MB - Election Day	0	0	0	0	0	0	-1	0	0	0	0	0	0
Precinct 7933 MB	0	0	0	0	0	0	8	0	0	0	0	0	0
Precinct 7934 - Vote By Mail	0	0	0	0	0	0	701	1	0	0	1	0	0
Precinct 7934 - Election Day	0	0	0	0	1	0	183	1	0	0	0	1	0
Precinct 7934	0	0	0	0	1	0	884	2	0	0	1	1	0
Precinct 7935 - Vote By Mail	0	0	0	0	0	0	715	0	0	0	0	0	0
Precinct 7935 - Election Day	0	0	0	0	2	0	228	4	0	0	2	2	0
Precinct 7935	0	0	0	0	2	0	943	4	0	0	2	2	0
Precinct 7936 - Vote By Mail	0	1	1	0	0	0	619	2	0	0	0	2	0
Precinct 7936 - Election Day	0	2	0	0	0	0	237	2	0	0	0	2	0
Precinct 7936	0	3	1	0	0	0	856	4	0	0	0	4	0
Precinct 7937 - Vote By Mail	0	0	0	0	0	0	697	1	0	0	1	0	0
Precinct 7937 - Election Day	0	0	0	0	0	0	203	0	0	0	0	0	0
Precinct 7937	0	0	0	0	0	0	900	1	0	0	1	0	0
Precinct 7938 - Vote By Mail	0	0	0	0	1	0	536	1	0	0	0	1	0
Precinct 7938 - Election Day	0	0	0	0	0	0	215	1	0	0	0	1	1
Precinct 7938	0	0	0	0	1	0	751	2	0	0	0	2	1
Precinct 7939 - Vote By Mail	0	0	0	0	0	0	480	1	0	0	1	0	0
Precinct 7939 - Election Day	0	0	0	0	0	0	206	1	0	0	1	0	0
Precinct 7939	0	0	0	0	0	0	686	2	0	0	2	0	0
Precinct 7941 - Vote By Mail	0	0	0	0	0	0	574	0	0	0	0	0	0
Precinct 7941 - Election Day	0	0	0	0	0	0	198	1	0	0	0	1	1
Precinct 7941	0	0	0	0	0	0	772	1	0	0	0	1	1
Precinct 7942 - Vote By Mail	0	0	0	0	0	0	658	0	0	0	0	0	0
Precinct 7942 - Election Day	0	0	0	0	0	0	274	1	0	0	1	0	0
Precinct 7942	0	0	0	0	0	0	932	1	0	0	1	0	0
Precinct 7943 - Vote By Mail	0	1	0	0	0	0	686	1	0	0	0	1	0
Precinct 7943 - Election Day	0	0	1	0	0	0	214	1	0	0	0	1	0
Precinct 7943	0	1	1	0	0	0	900	2	0	0	0	2	0
Precinct 7944 - Vote By Mail	0	0	0	0	0	0	583	0	0	0	0	0	0
Precinct 7944 - Election Day	0	0	0	0	0	0	231	0	0	0	0	0	0
Precinct 7944	0	0	0	0	0	0	814	0	0	0	0	0	0
Precinct 7945 - Vote By Mail	0	0	0	1	0	0	725	1	0	0	0	1	0
Precinct 7945 - Election Day	0	1	0	0	0	0	229	1	0	0	0	1	0
Precinct 7945	0	1	0	1	0	0	954	2	0	0	0	2	0
Precinct 7946 - Vote By Mail	0	0	0	0	0	0	779	0	0	0	0	0	0
Precinct 7946 - Election Day	0	1	0	0	0	0	206	2	0	0	0	2	1
Precinct 7946	0	1	0	0	0	0	985	2	0	0	0	2	1
Precinct 7947 - Vote By Mail	0	0	0	0	0	0	791	0	0	0	0	0	0
Precinct 7947 - Election Day	1	0	1	0	0	0	195	2	0	0	0	2	0
Precinct 7947	1	0	1	0	0	0	986	2	0	0	0	2	0
Precinct 7948 - Vote By Mail	0	0	0	0	0	0	730	0	0	0	0	0	0
Precinct 7948 - Election Day	0	0	0	1	0	0	200	1	0	0	0	1	0
Precinct 7948	0	0	0	1	0	0	930	1	0	0	0	1	0
Precinct 7949 - Vote By Mail	0	0	0	0	0	0	483	1	0	0	1	0	0
Precinct 7949 - Election Day	0	0	0	0	0	0	107	0	0	0	0	0	0
Precinct 7949	0	0	0	0	0	0	590	1	0	0	1	0	0
Precinct 7951 - Vote By Mail	0	0	0	0	0	0	729	0	0	0	0	0	0
Precinct 7951 - Election Day	0	0	0	0	0	0	158	0	0	0	0	0	0
Precinct 7951	0	0	0	0	0	0	887	0	0	0	0	0	0
Precinct 7952 - Vote By Mail	0	0	0	0	0	0	730	0	0	0	0	0	0
Precinct 7952 - Election Day	0	0	0	0	0	0	182	0	0	0	0	0	0
Precinct 7952	0	0	0	0	0	0	912	0	0	0	0	0	0
Precinct 7953 - Vote By Mail	0	0	0	0	0	0	668	0	0	0	0	0	0
Precinct 7953 - Election Day	0	0	0	0	1	0	162	1	0	0	0	1	0
Precinct 7953	0	0	0	0	1	0	830	1	0	0	0	1	0
Precinct 7954 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0
Precinct 7954 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0
Precinct 7954 MB	0	0	0	0	0	0	0	0	0	0	0	0	0
Precinct 7955 - Vote By Mail	0	1	0	0	0	0	774	1	0	0	0	1	0
Precinct 7955 - Election Day	0	0	0	0	0	0	173	0	0	0	0	0	0
Precinct 7955	0	1	0	0	0	0	947	1	0	0	0	1	0
Precinct 7956 - Vote By Mail	0	0	0	0	0	0	699	0	0	0	0	0	0
Precinct 7956 - Election Day	0	0	0	0	0	0	170	0	0	0	0	0	0
Precinct 7956	0	0	0	0	0	0	869	0	0	0	0	0	0
Precinct 7957 - Vote By Mail	0	0	0	0	0	0	537	0	0	0	0	0	0
Precinct 7957 - Election Day	0	0	0	0	0	0	136	0	0	0	0	0	0
Precinct 7957	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 7958 MB - Vote By Mail	0	1	0	0	0	0	320	1	0	0	0	1	0
Precinct 7958 MB - Election Day	0	0	0	0	0	0	-23	0	0	0	0	0	0
Precinct 7958 MB	0	1	0	0	0	0	297	1	0	0	0	1	0
Precinct 7959 - Vote By Mail	0	0	0	0	0	0	537	2	0	0	2	0	0
Precinct 7959 - Election Day	0	0	0	0	0	0	149	0	0	0	0	0	0
Precinct 7959	0	0	0	0	0	0	686	2	0	0	2	0	0
Precinct 9001 MB - Vote By Mail	0	0	0	0	0	0	313	0	0	0	0	0	0
Precinct 9001 MB - Election Day	0	0	0	0	0	0	-29	0	0	0	0	0	0
Precinct 9001 MB	0	0	0	0	0	0	284	0	0	0	0	0	0
Precinct 9101 - Vote By Mail	0	0	0	0	0	0	711	0	0	0	0	0	0
Precinct 9101 - Election Day	0	0	1	0	0	0	202	1	0	0	0	1	0
Precinct 9101	0	0	1	0	0	0	913	1	0	0	0	1	0
Precinct 9102 - Vote By Mail	0	0	0	0	0	0	785	0	0	0	0	0	0
Precinct 9102 - Election Day	0	0	0	0	0	0	207	0	0	0	0	0	0
Precinct 9102	0	0	0	0	0	0	992	0	0	0	0	0	0
Precinct 9103 - Vote By Mail	0	0	0	0	0	0	717	0	0	0	0	0	0
Precinct 9103 - Election Day	0	0	0	0	0	0	240	0	0	0	0	0	0
Precinct 9103	0	0	0	0	0	0	957	0	0	0	0	0	0
Precinct 9104 - Vote By Mail	0	0	0	0	0	0	808	0	0	0	0	0	0
Precinct 9104 - Election Day	0	0	1	1	0	0	222	2	0	0	0	2	0
Precinct 9104	0	0	1	1	0	0	1,030	2	0	0	0	2	0
Precinct 9105 - Vote By Mail	0	1	1	0	0	0	719	2	0	0	0	2	0
Precinct 9105 - Election Day	0	0	0	0	0	0	199	0	0	0	0	0	0
Precinct 9105	0	1	1	0	0	0	918	2	0	0	0	2	0
Precinct 9106 - Vote By Mail	0	0	0	0	0	0	745	0	0	0	0	0	0
Precinct 9106 - Election Day	0	0	0	0	0	0	201	0	0	0	0	0	0
Precinct 9106	0	0	0	0	0	0	946	0	0	0	0	0	0
Precinct 9107 - Vote By Mail	0	0	0	0	0	0	635	0	0	0	0	0	0
Precinct 9107 - Election Day	0	0	0	0	0	0	209	0	0	0	0	0	0
Precinct 9107	0	0	0	0	0	0	844	0	0	0	0	0	0
Precinct 9108 - Vote By Mail	0	0	0	0	0	0	610	0	0	0	0	0	0
Precinct 9108 - Election Day	0	0	0	0	1	0	200	1	0	0	0	1	0
Precinct 9108	0	0	0	0	1	0	810	1	0	0	0	1	0
Precinct 9109 - Vote By Mail	0	0	0	0	0	0	672	0	0	0	0	0	0
Precinct 9109 - Election Day	0	0	0	1	0	0	211	1	0	0	0	1	0
Precinct 9109	0	0	0	1	0	0	883	1	0	0	0	1	0
Precinct 9111 - Vote By Mail	0	0	0	0	0	0	638	0	0	0	0	0	0
Precinct 9111 - Election Day	0	0	0	0	0	0	196	0	0	0	0	0	0
Precinct 9111	0	0	0	0	0	0	834	0	0	0	0	0	0
Precinct 9112 - Vote By Mail	0	0	0	0	1	0	742	2	0	0	1	1	0
Precinct 9112 - Election Day	0	1	0	0	0	0	219	1	0	0	0	1	0
Precinct 9112	0	1	0	0	1	0	961	3	0	0	1	2	0
Precinct 9113 - Vote By Mail	0	0	0	0	0	0	795	0	0	0	0	0	0
Precinct 9113 - Election Day	0	0	0	0	1	0	209	1	0	0	0	1	0
Precinct 9113	0	0	0	0	1	0	1,004	1	0	0	0	1	0
Precinct 9114 - Vote By Mail	0	0	0	0	0	0	657	0	0	0	0	0	0
Precinct 9114 - Election Day	0	0	0	1	0	0	233	1	0	0	0	1	0
Precinct 9114	0	0	0	1	0	0	890	1	0	0	0	1	0
Precinct 9115 - Vote By Mail	0	1	0	0	0	0	697	1	0	0	0	1	0
Precinct 9115 - Election Day	0	0	0	0	0	0	184	0	0	0	0	0	0
Precinct 9115	0	1	0	0	0	0	881	1	0	0	0	1	0
Precinct 9116 - Vote By Mail	0	0	0	0	0	0	781	1	0	0	1	0	0
Precinct 9116 - Election Day	0	1	0	0	0	0	180	2	0	0	1	1	0
Precinct 9116	0	1	0	0	0	0	961	3	0	0	2	1	0
Precinct 9117 - Vote By Mail	0	0	0	0	0	0	628	1	0	0	1	0	0
Precinct 9117 - Election Day	0	0	0	0	0	0	172	0	0	0	0	0	0
Precinct 9117	0	0	0	0	0	0	800	1	0	0	1	0	0
Precinct 9118 - Vote By Mail	0	0	0	0	0	0	738	1	0	0	1	0	0
Precinct 9118 - Election Day	0	1	0	0	0	0	246	1	0	0	0	1	0
Precinct 9118	0	1	0	0	0	0	984	2	0	0	1	1	0
Precinct 9119 - Vote By Mail	0	0	0	0	0	0	703	1	0	0	1	0	0
Precinct 9119 - Election Day	0	0	1	0	0	0	197	1	0	0	0	1	0
Precinct 9119	0	0	1	0	0	0	900	2	0	0	1	1	0
Precinct 9121 - Vote By Mail	0	0	0	0	0	0	733	0	0	0	0	0	0
Precinct 9121 - Election Day	0	0	0	0	0	0	220	1	0	0	1	0	0
Precinct 9121	0	0	0	0	0	0	953	1	0	0	1	0	0
Precinct 9122 - Vote By Mail	0	0	0	0	0	0	773	0	0	0	0	0	0
Precinct 9122 - Election Day	0	0	0	0	0	0	194	1	0	0	0	1	1
Precinct 9122	0	0	0	0	0	0	967	1	0	0	0	1	1
Precinct 9123 - Vote By Mail	0	0	0	0	0	0	661	0	0	0	0	0	0
Precinct 9123 - Election Day	0	1	0	0	0	0	191	1	0	0	0	1	0
Precinct 9123	0	1	0	0	0	0	852	1	0	0	0	1	0
Precinct 9124 - Vote By Mail	0	0	0	0	0	0	734	1	0	0	1	0	0
Precinct 9124 - Election Day	0	0	0	0	0	0	169	0	0	0	0	0	0
Precinct 9124	0	0	0	0	0	0	903	1	0	0	1	0	0
Precinct 9125 - Vote By Mail	0	0	0	0	0	0	680	0	0	0	0	0	0
Precinct 9125 - Election Day	0	1	0	0	0	0	189	2	0	0	0	2	1
Precinct 9125	0	1	0	0	0	0	869	2	0	0	0	2	1
Precinct 9126 - Vote By Mail	0	0	0	0	0	0	817	0	0	0	0	0	0
Precinct 9126 - Election Day	0	0	0	0	1	0	196	1	0	0	0	1	0
Precinct 9126	0	0	0	0	1	0	1,013	1	0	0	0	1	0
Precinct 9127 - Vote By Mail	0	0	0	0	0	0	748	2	0	0	2	0	0
Precinct 9127 - Election Day	0	0	0	0	0	0	223	0	0	0	0	0	0
Precinct 9127	0	0	0	0	0	0	971	2	0	0	2	0	0
Precinct 9128 - Vote By Mail	0	0	0	0	0	0	626	0	0	0	0	0	0
Precinct 9128 - Election Day	0	0	0	1	0	0	192	1	0	0	0	1	0
Precinct 9128	0	0	0	1	0	0	818	1	0	0	0	1	0
Precinct 9129 - Vote By Mail	0	0	0	0	0	0	586	0	0	0	0	0	0
Precinct 9129 - Election Day	0	0	0	0	0	0	152	0	0	0	0	0	0
Precinct 9129	0	0	0	0	0	0	738	0	0	0	0	0	0
Precinct 9131 - Vote By Mail	0	0	0	0	0	0	596	0	0	0	0	0	0
Precinct 9131 - Election Day	0	0	0	0	1	0	138	1	0	0	0	1	0
Precinct 9131	0	0	0	0	1	0	734	1	0	0	0	1	0
Precinct 9132 - Vote By Mail	0	0	0	0	0	0	628	0	0	0	0	0	0
Precinct 9132 - Election Day	0	0	0	0	0	0	193	0	0	0	0	0	0
Precinct 9132	0	0	0	0	0	0	821	0	0	0	0	0	0
Precinct 9133 - Vote By Mail	0	0	0	0	0	0	806	2	0	0	2	0	0
Precinct 9133 - Election Day	0	0	0	0	0	0	211	0	0	0	0	0	0
Precinct 9133	0	0	0	0	0	0	1,017	2	0	0	2	0	0
Precinct 9134 - Vote By Mail	0	0	0	0	0	0	734	0	0	0	0	0	0
Precinct 9134 - Election Day	0	0	0	0	0	0	157	0	0	0	0	0	0
Precinct 9134	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 9135 - Vote By Mail	0	0	0	0	0	0	639	0	0	0	0	0	0
Precinct 9135 - Election Day	0	0	1	1	0	0	183	2	0	0	0	2	0
Precinct 9135	0	0	1	1	0	0	822	2	0	0	0	2	0
Precinct 9136 - Vote By Mail	0	0	0	0	0	0	706	0	0	0	0	0	0
Precinct 9136 - Election Day	0	0	0	0	0	0	212	0	0	0	0	0	0
Precinct 9136	0	0	0	0	0	0	918	0	0	0	0	0	0
Precinct 9137 - Vote By Mail	0	0	0	0	0	0	804	0	0	0	0	0	0
Precinct 9137 - Election Day	0	1	0	0	0	0	211	1	0	0	0	1	0
Precinct 9137	0	1	0	0	0	0	1,015	1	0	0	0	1	0
Precinct 9138 - Vote By Mail	0	0	0	0	0	0	769	1	0	0	1	0	0
Precinct 9138 - Election Day	0	1	0	0	0	0	176	1	0	0	0	1	0
Precinct 9138	0	1	0	0	0	0	945	2	0	0	1	1	0
Precinct 9139 - Vote By Mail	0	0	0	0	0	0	826	0	0	0	0	0	0
Precinct 9139 - Election Day	0	0	0	0	0	0	192	1	0	0	0	1	1
Precinct 9139	0	0	0	0	0	0	1,018	1	0	0	0	1	1
Precinct 9141 - Vote By Mail	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9141 - Election Day	0	1	0	2	0	0	185	4	0	0	1	3	0
Precinct 9141	0	1	0	2	0	0	973	4	0	0	1	3	0
Precinct 9142 - Vote By Mail	0	0	0	0	0	0	747	0	0	0	0	0	0
Precinct 9142 - Election Day	0	0	0	1	0	0	239	1	0	0	0	1	0
Precinct 9142	0	0	0	1	0	0	986	1	0	0	0	1	0
Precinct 9143 - Vote By Mail	0	1	0	0	1	0	703	2	0	0	0	2	0
Precinct 9143 - Election Day	0	0	0	0	0	0	211	0	0	0	0	0	0
Precinct 9143	0	1	0	0	1	0	914	2	0	0	0	2	0
Precinct 9144 - Vote By Mail	0	0	0	1	0	0	765	1	0	0	0	1	0
Precinct 9144 - Election Day	0	0	1	0	0	0	205	2	0	0	1	1	0
Precinct 9144	0	0	1	1	0	0	970	3	0	0	1	2	0
Precinct 9145 - Vote By Mail	0	0	0	0	0	0	680	0	0	0	0	0	0
Precinct 9145 - Election Day	0	0	0	0	0	0	195	2	0	0	0	2	2
Precinct 9145	0	0	0	0	0	0	875	2	0	0	0	2	2
Precinct 9146 - Vote By Mail	0	0	1	0	0	0	725	2	0	0	1	1	0
Precinct 9146 - Election Day	0	0	0	0	0	0	160	0	0	0	0	0	0
Precinct 9146	0	0	1	0	0	0	885	2	0	0	1	1	0
Precinct 9147 - Vote By Mail	0	0	0	0	0	0	763	2	0	0	2	0	0
Precinct 9147 - Election Day	0	0	0	0	0	0	227	1	0	0	0	1	1
Precinct 9147	0	0	0	0	0	0	990	3	0	0	2	1	1
Precinct 9148 - Vote By Mail	0	0	0	0	0	0	778	1	0	0	1	0	0
Precinct 9148 - Election Day	0	0	0	0	0	0	236	0	0	0	0	0	0
Precinct 9148	0	0	0	0	0	0	1,014	1	0	0	1	0	0
Precinct 9149 - Vote By Mail	0	0	0	0	0	0	808	0	0	0	0	0	0
Precinct 9149 - Election Day	0	0	0	0	1	0	183	1	0	0	0	1	0
Precinct 9149	0	0	0	0	1	0	991	1	0	0	0	1	0
Precinct 9151 - Vote By Mail	0	0	0	0	0	0	691	0	0	0	0	0	0
Precinct 9151 - Election Day	0	0	1	0	0	0	170	1	0	0	0	1	0
Precinct 9151	0	0	1	0	0	0	861	1	0	0	0	1	0
Precinct 9152 - Vote By Mail	0	0	0	0	0	0	544	0	0	0	0	0	0
Precinct 9152 - Election Day	0	0	0	0	0	0	193	0	0	0	0	0	0
Precinct 9152	0	0	0	0	0	0	737	0	0	0	0	0	0
Precinct 9201 - Vote By Mail	0	1	0	0	0	0	784	1	0	0	0	1	0
Precinct 9201 - Election Day	0	0	0	0	0	0	187	0	0	0	0	0	0
Precinct 9201	0	1	0	0	0	0	971	1	0	0	0	1	0
Precinct 9202 - Vote By Mail	0	0	0	0	1	0	819	1	0	0	0	1	0
Precinct 9202 - Election Day	0	0	0	0	0	0	177	0	0	0	0	0	0
Precinct 9202	0	0	0	0	1	0	996	1	0	0	0	1	0
Precinct 9203 - Vote By Mail	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 9203 - Election Day	0	0	1	0	0	0	155	1	0	0	0	1	0
Precinct 9203	0	0	1	0	0	0	1,002	1	0	0	0	1	0
Precinct 9204 - Vote By Mail	0	0	0	0	0	0	686	0	0	0	0	0	0
Precinct 9204 - Election Day	0	0	0	0	0	0	176	0	0	0	0	0	0
Precinct 9204	0	0	0	0	0	0	862	0	0	0	0	0	0
Precinct 9205 - Vote By Mail	0	0	0	0	0	0	620	0	0	0	0	0	0
Precinct 9205 - Election Day	0	0	0	0	0	0	116	0	0	0	0	0	0
Precinct 9205	0	0	0	0	0	0	736	0	0	0	0	0	0
Precinct 9206 - Vote By Mail	0	0	0	0	0	0	741	0	0	0	0	0	0
Precinct 9206 - Election Day	0	0	0	0	0	0	188	0	0	0	0	0	0
Precinct 9206	0	0	0	0	0	0	929	0	0	0	0	0	0
Precinct 9207 - Vote By Mail	0	0	0	0	0	0	824	0	0	0	0	0	0
Precinct 9207 - Election Day	0	0	0	0	0	0	165	0	0	0	0	0	0
Precinct 9207	0	0	0	0	0	0	989	0	0	0	0	0	0
Precinct 9208 - Vote By Mail	0	0	0	0	0	0	806	0	0	0	0	0	0
Precinct 9208 - Election Day	1	0	0	0	0	0	181	1	0	0	0	1	0
Precinct 9208	1	0	0	0	0	0	987	1	0	0	0	1	0
Precinct 9209 - Vote By Mail	0	1	0	0	0	0	615	1	0	0	0	1	0
Precinct 9209 - Election Day	0	0	0	0	0	0	156	0	0	0	0	0	0
Precinct 9209	0	1	0	0	0	0	771	1	0	0	0	1	0
Precinct 9211 - Vote By Mail	0	0	0	0	0	0	730	1	0	0	1	0	0
Precinct 9211 - Election Day	0	0	0	0	0	0	161	0	0	0	0	0	0
Precinct 9211	0	0	0	0	0	0	891	1	0	0	1	0	0
Precinct 9212 - Vote By Mail	0	0	0	0	0	0	670	0	0	0	0	0	0
Precinct 9212 - Election Day	0	0	1	0	0	0	138	1	0	0	0	1	0
Precinct 9212	0	0	1	0	0	0	808	1	0	0	0	1	0
Precinct 9213 - Vote By Mail	0	0	0	0	0	0	774	0	0	0	0	0	0
Precinct 9213 - Election Day	0	0	0	0	0	0	163	0	0	0	0	0	0
Precinct 9213	0	0	0	0	0	0	937	0	0	0	0	0	0
Precinct 9214 - Vote By Mail	0	0	0	0	0	0	514	0	0	0	0	0	0
Precinct 9214 - Election Day	0	0	0	0	0	0	113	0	0	0	0	0	0
Precinct 9214	0	0	0	0	0	0	627	0	0	0	0	0	0
Precinct 9215 - Vote By Mail	0	0	0	0	0	0	523	1	0	0	1	0	0
Precinct 9215 - Election Day	0	0	0	0	0	0	121	0	0	0	0	0	0
Precinct 9215	0	0	0	0	0	0	644	1	0	0	1	0	0
Precinct 9216 - Vote By Mail	0	0	0	0	0	0	668	0	0	0	0	0	0
Precinct 9216 - Election Day	0	0	0	0	0	0	156	0	0	0	0	0	0
Precinct 9216	0	0	0	0	0	0	824	0	0	0	0	0	0
Precinct 9217 - Vote By Mail	0	0	0	0	0	0	587	1	0	0	1	0	0
Precinct 9217 - Election Day	0	0	0	0	0	0	118	0	0	0	0	0	0
Precinct 9217	0	0	0	0	0	0	705	1	0	0	1	0	0
Precinct 9218 - Vote By Mail	0	0	0	0	0	0	649	0	0	0	0	0	0
Precinct 9218 - Election Day	0	0	0	0	0	0	167	0	0	0	0	0	0
Precinct 9218	0	0	0	0	0	0	816	0	0	0	0	0	0
Precinct 9219 - Vote By Mail	0	0	0	0	0	0	643	1	0	0	1	0	0
Precinct 9219 - Election Day	0	0	0	0	0	0	147	0	0	0	0	0	0
Precinct 9219	0	0	0	0	0	0	790	1	0	0	1	0	0
Precinct 9221 - Vote By Mail	0	0	0	0	0	0	561	0	0	0	0	0	0
Precinct 9221 - Election Day	0	0	0	0	0	0	90	0	0	0	0	0	0
Precinct 9221	0	0	0	0	0	0	651	0	0	0	0	0	0
Precinct 9222 - Vote By Mail	0	0	0	0	0	0	773	0	0	0	0	0	0
Precinct 9222 - Election Day	0	0	0	0	0	0	137	0	0	0	0	0	0
Precinct 9222	0	0	0	0	0	0	910	0	0	0	0	0	0
Precinct 9223 - Vote By Mail	0	0	0	0	0	0	557	0	0	0	0	0	0
Precinct 9223 - Election Day	0	0	0	0	0	0	110	0	0	0	0	0	0
Precinct 9223	0	0	0	0	0	0	667	0	0	0	0	0	0
Precinct 9224 - Vote By Mail	0	0	0	0	0	0	767	0	0	0	0	0	0
Precinct 9224 - Election Day	0	0	0	0	0	0	182	0	0	0	0	0	0
Precinct 9224	0	0	0	0	0	0	949	0	0	0	0	0	0
Precinct 9225 - Vote By Mail	0	1	0	0	0	0	757	1	0	0	0	1	0
Precinct 9225 - Election Day	0	0	0	0	0	0	169	0	0	0	0	0	0
Precinct 9225	0	1	0	0	0	0	926	1	0	0	0	1	0
Precinct 9226 - Vote By Mail	0	0	0	0	0	0	739	0	0	0	0	0	0
Precinct 9226 - Election Day	0	0	0	0	0	0	157	0	0	0	0	0	0
Precinct 9226	0	0	0	0	0	0	896	0	0	0	0	0	0
Precinct 9227 - Vote By Mail	0	0	0	0	0	0	605	0	0	0	0	0	0
Precinct 9227 - Election Day	0	0	0	0	0	0	124	0	0	0	0	0	0
Precinct 9227	0	0	0	0	0	0	729	0	0	0	0	0	0
Precinct 9228 - Vote By Mail	0	0	0	0	0	0	577	0	0	0	0	0	0
Precinct 9228 - Election Day	0	0	0	0	0	0	161	0	0	0	0	0	0
Precinct 9228	0	0	0	0	0	0	738	0	0	0	0	0	0
Precinct 9229 - Vote By Mail	0	0	0	0	0	0	460	0	0	0	0	0	0
Precinct 9229 - Election Day	0	0	0	0	0	0	119	0	0	0	0	0	0
Precinct 9229	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9231 - Vote By Mail	0	0	0	0	0	0	725	0	0	0	0	0	0
Precinct 9231 - Election Day	0	0	0	0	0	0	237	0	0	0	0	0	0
Precinct 9231	0	0	0	0	0	0	962	0	0	0	0	0	0
Precinct 9232 - Vote By Mail	0	1	0	0	0	0	608	1	0	0	0	1	0
Precinct 9232 - Election Day	0	0	0	0	0	0	126	0	0	0	0	0	0
Precinct 9232	0	1	0	0	0	0	734	1	0	0	0	1	0
Precinct 9233 - Vote By Mail	0	0	0	0	0	0	668	0	0	0	0	0	0
Precinct 9233 - Election Day	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9233	0	0	0	0	0	0	818	0	0	0	0	0	0
Precinct 9234 - Vote By Mail	0	0	1	0	0	0	643	1	0	0	0	1	0
Precinct 9234 - Election Day	0	0	0	0	0	0	91	0	0	0	0	0	0
Precinct 9234	0	0	1	0	0	0	734	1	0	0	0	1	0
Precinct 9235 - Vote By Mail	0	0	0	0	0	0	703	1	0	0	1	0	0
Precinct 9235 - Election Day	0	0	0	0	0	0	160	0	0	0	0	0	0
Precinct 9235	0	0	0	0	0	0	863	1	0	0	1	0	0
Precinct 9236 - Vote By Mail	0	0	0	0	0	0	538	0	0	0	0	0	0
Precinct 9236 - Election Day	0	0	0	0	0	0	135	0	0	0	0	0	0
Precinct 9236	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 9237 - Vote By Mail	0	0	0	0	0	0	778	0	0	0	0	0	0
Precinct 9237 - Election Day	0	0	0	0	0	0	119	0	0	0	0	0	0
Precinct 9237	0	0	0	0	0	0	897	0	0	0	0	0	0
